c_ClaveProdServ	Descripción
60104701	Dispositivos de recolección solar
60104702	Kits solares
60104703	Kits de demostración de energía
60104704	Kits de clases de energía
60104705	Kits de demostración de materia
60104706	Kits de clases de materia
60104707	Manómetros
60104708	Aparato de difusión de gases
60104709	Aparato de conducción de calor
60104710	Aparato de radiación y convección térmica
60104711	Aparato para la ley de hooke
60104712	Aparato de frank-hertz
60104713	Aparato de expansión de líquidos
60104714	Aparato para la ley de boyle
60104715	Aparato para el principio de pascal
60104716	Aparato para el principio de arquímedes
60104717	Aparato para el teorema de bernoulli
60104718	Aparato de bombeo centrífugo
60104719	Tubo de ventury
60104720	Aparato para la medición del número de reynolds
60104721	Aparato del momento de inercia
60104722	Aparato para medir  la fuerza gravitacional
60104723	Balanza de torsión
60104724	Analizador del sistema de refrigeración
60104726	Aparato para la ley de torricelli
60104800	Materiales de física del sonido y las ondas
60104801	Generadores de ondas
60104802	Tanques de ondas
60104803	Fuentes de ondas
60104804	Sets de demostración de ondas
60104805	Diapasones
60104806	Demostradores del efecto doppler
60104807	Equipo de resonancia
60104808	Fonómetros
60104809	Aparato de ondas
60104810	Espectroscopios
60104811	Diagramas del espectro
60104812	Kits de demostración de la luz
60104813	Cartas o muestras de colores
60104814	Radiómetro
60104815	Equipo de refracción o reflexión
60104816	Sets o kits ópticos
60104817	Aparato del tanque ripple
60104818	Aparato de la constante de planck
60104819	Lámpara de balmer
60104820	Aparato de kundt
60104821	Aparato del efecto fotoeléctrico
60104822	Set de banco óptico elemental
60104823	Oscilador armónico simple
60104824	Aparato de óptica de ondas
60104825	Aparato de holografía
60104826	Espejo mágico óptico
60104827	Equipo para medición de distancias focales
60104900	Materiales de física de electricidad
60104901	Generadores de van de graff
60104902	Aparato de electrostática
60104903	Kits de electrostática
60104904	Kits de electricidad
60104905	Tableros de demostración de electricidad
60104906	Kits de baterías
60104907	Generadores portátiles
60104908	Aparato de electromagnetismo
60104909	Aparato de magnetismo
60104910	Electroimanes
60104911	Campanas eléctricas o accesorios
60104912	Alambres o cables eléctricos
60104913	Aparato para la ley de ohm
60104914	Tubo de descarga
60104915	Aparato para experimentos de transformadores
60104916	Aparato del efecto termoeléctrico
60104917	Aparato de voltaje constante
60104918	Aparato fotoeléctrico
60104919	Botella de leyden
60104920	Cámara de nubes
60104921	Aparato del efecto zeeman
60104922	Aparato para la ley de coulomb
60104923	Descargador
60104924	Aparato para la ley de faraday
60104925	Aparato para la ley de fleming
60104926	Aparato del efecto hall
60104927	Sistema de pruebas de armaduras
60104928	Tubo de crookes
60104929	Generador de campo magnético rotatorio
60104930	Dispositivo de demostración de luz fluorescente
60105000	Materiales de física nuclear
60105001	Sets de radioactividad
60105002	Contadores geiger
60105003	Aparato de electrones
60105004	Señales de advertencia de radiación
60105005	Diapositivas de física nuclear
60105006	Diagramas de física nuclear
60105100	Cohetes, materiales de vuelo y suministros
60105101	Sets de cohetes
60105102	Aparato de lanzamiento
60105103	Dispositivos para la medición de alturas
60105104	Kits de aviones
60105200	Materiales educativos de recursos de aptitudes de vida
60105201	Materiales de enseñanza para desarrollar habilidades de escucha
60105202	Materiales de enseñanza de  habilidades de estudio
60105203	Materiales de enseñanza de preparación de exámenes
60105300	Materiales educativos de educación de carrera
60105301	Materiales de enseñanza de habilidades para la educación o planificación o toma de decisiones para el trabajo
60105302	Materiales de enseñanza de  habilidades laborales básicas
60105303	Materiales de enseñanza de habilidades para la búsqueda de empleo
60105304	Materiales de enseñanza de habilidades para el manejo del tiempo
60105305	Materiales de enseñanza de habilidades para entrevistas
60105306	Materiales de enseñanza de habilidades para elaborar la hoja de vida
60105307	Materiales de enseñanza de formación de ética laboral o actitudes
60105308	Materiales de enseñanza para desarrollar habilidades de trabajo en equipo
60105309	Materiales de enseñanza de etiqueta  empresarial
60105400	Materiales educativos de vida independiente, administración del dinero y economía doméstica
60105401	Materiales de enseñanza del manejo del dinero o de las finanzas personales
60105402	Materiales de enseñanza de habilidades de consumo y comparación de precios
60105403	Materiales de enseñanza de vida independiente
60105404	Materiales de enseñanza para la comprensión de los créditos o préstamos de consumo
60105405	Materiales de enseñanza de comparación o cobertura de seguros
60105406	Materiales de enseñanza para compra de casa
60105407	Materiales de enseñanza para alquiler de apartamento
60105408	Materiales de enseñanza para compra de carro
60105409	Materiales de enseñanza  de publicidad o comercialización de marcas
60105410	Materiales de enseñanza de habilidades para la vida en familia o para el establecimiento de relaciones
60105411	Materiales de enseñanza para el desarrollo de la autoestima y el autoconcepto
60105412	Materiales de enseñanza de prevención de la violencia o de educación para la evasión de la violencia
60105413	Materiales de enseñanza  de formación para el manejo de la ira
60105414	Materiales educativos para la enseñanza de la paciencia
60105415	Materiales de enseñanza de formación de la tolerancia
60105416	Materiales de enseñanza de seguridad personal
60105417	Materiales de enseñanza de resolución de conflictos personales
60105418	Guías de asesoramiento práctico para adolescentes
60105419	Materiales de enseñanza de desarrollo de aptitudes sociales
60105420	Materiales de enseñanza de modales o etiqueta o cortesía
60105421	Materiales de enseñanza para entender o tratar con la diversidad cultural
60105422	Materiales de enseñanza para interpretar el lenguaje corporal
60105423	Materiales de enseñanza  para el desarrollo de la capacidad de adaptación
60105424	Materiales de enseñanza de comprensión del servicio a la comunidad
60105425	Materiales de enseñanza para el desarrollo de habilidades de negación
60105426	Materiales de enseñanza de habilidades de responsabilidad o toma de decisiones
60105427	Materiales de enseñanza de comprensión de los derechos legales de los adolescentes
60105428	Materiales de enseñanza de las repercusiones de la deserción escolar
60105429	Videos de las relaciones interraciales
60105500	Materiales educativos de diseño del hogar y de interiores
60105501	Materiales de enseñanza de feng shui
60105502	Materiales de enseñanza para utilizar color o pintura para la decoración del hogar
60105503	Materiales de enseñanza  para la  planificación o diseño del hogar
60105504	Materiales de enseñanza de diseño de jardines
60105505	Materiales de enseñanza para la decoración o amueblamiento del hogar
60105600	Materiales educativos de preparación de alimentos, nutrición y educación sobre la salud
60105601	Materiales de enseñanza de dietas balanceadas o pautas alimentarias
60105602	Materiales de enseñanza de habilidades de planificación de menús para planes de estudios de nutrición
60105603	Materiales de enseñanza de comprensión del etiquetado nutricional
60105604	Materiales de enseñanza de compra de alimentos
60105605	Módulos de demostración de opciones de alimentos saludables
60105606	Materiales de enseñanza de comprensión de los efectos de las grasas alimenticias
60105607	Materiales de enseñanza de comprensión del vegetarianismo
60105608	Libros de cocina o recetarios
60105609	Materiales de enseñanza de  educación acerca de los trastornos alimenticios
60105610	Materiales de enseñanza sobre el control de peso o el ejercicio
60105611	Materiales de enseñanza de la medición de sólidos o líquidos en la cocina
60105612	Materiales de enseñanza de equivalencias o matemáticas en la cocina
60105613	Materiales de enseñanza sobre los utensilios de cocina
60105614	Materiales de enseñanza sobre la higiene o la seguridad en la cocina
60105615	Materiales de enseñanza sobre la inocuidad de los alimentos
60105616	Materiales de enseñanza sobre actividades de la ciencia de los alimentos
60105617	Materiales de enseñanza de habilidades culinarias
60105618	Materiales de enseñanza de etiqueta o modales en la mesa
60105619	Materiales de enseñanza sobre cómo poner la mesa
60105620	Materiales de enseñanza de capacitación de los servicios de alimentación
60105621	Materiales de enseñanza de educación acerca del abuso de drogas o  tabaco o alcohol
60105622	Simuladores para fumar
60105623	Materiales de enseñanza de comprensión de las adicciones o cómo evitarlas
60105624	Materiales de enseñanza de los síntomas de depresión en adolescentes
60105625	Materiales de enseñanza de capacitación para evitar el suicidio de adolescentes
60105626	Materiales de enseñanza para lidiar con el estrés
60105700	Álbumes de recuerdos y suministros
60105701	Álbumes de recuerdos
60105702	Tornillos de extensión para álbumes de recuerdos
60105703	Papel para álbumes de recuerdos
60105704	Barras de pegante libres de ácido
60105705	Cinta pegante libre de ácido
60105800	Materiales educativos de diseño textil y de ropa
60105801	Materiales de enseñanza de habilidades para la costura
60105802	Materiales para proyectos de costura
60105803	Materiales de enseñanza de comprensión de la confección o hechura de ropa
60105804	Materiales de enseñanza de diseño o modas de ropa
60105805	Materiales de enseñanza de análisis de colores personales
60105806	Materiales de enseñanza de los principios básicos de la comercialización de la moda o la venta al por  menor
60105807	Materiales de enseñanza de la ciencia de los tejidos o las fibras
60105808	Materiales de enseñanza del cuidado o mantenimiento o lavado de la ropa
60105809	Materiales para la enseñanza del arte del color en el diseño  de telas
60105810	Materiales de enseñanza sobre pinturas y tintes para telas
60105811	Materiales de enseñanza para proyectos de acolchado
60105900	Materiales educativos sobre las relaciones y el sexo, el embarazo de adolescentes, aptitudes de crianza y desarrollo del niño
60105901	Materiales de enseñanza de educación sexual o enfermedades de transmisión sexual
60105902	Materiales de enseñanza de recursos de  nutrición prenatal o abuso fetal
60105903	Materiales de enseñanza de habilidades para la crianza de los hijos
60105904	Materiales de enseñanza sobre el desarrollo de niño
60105905	Materiales de enseñanza de comprensión de la violación en una cita o las habilidades para salir en cita o el acoso
60105906	Materiales de enseñanza de educación sobre el parto
60105907	Materiales de enseñanza sobre el embarazo, desde la concepción hasta el parto
60105908	Materiales de enseñanza de comprensión de los riesgos de defectos de nacimiento
